This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
194407,     40.02,     75.59,     43.95,    124.39,     85.12,    505.95,     37.76,     38.71,     69.72,     34.85
194408,     39.76,     71.86,     43.04,    122.66,     83.54,    504.07,     37.69,     38.11,     69.62,     34.50
194409,     40.63,     74.04,     43.68,    119.54,     85.00,    507.33,     39.15,     38.21,     71.73,     34.53
194410,     40.69,     74.41,     43.78,    117.75,     83.99,    502.01,     39.72,     38.31,     70.43,     34.64
194411,     40.56,     72.36,     43.59,    119.83,     84.66,    505.75,     39.86,     38.58,     70.98,     34.82
194412,     40.81,     73.20,     43.55,    121.00,     85.69,    509.05,     40.63,     38.52,     70.38,     36.13
194501,     41.49,     77.28,     45.12,    126.90,     89.04,    506.01,     41.27,     39.11,     72.25,     38.88
194502,     42.44,     78.33,     46.35,    133.04,     89.62,    495.31,     41.25,     39.22,     76.07,     39.04
194503,     43.96,     83.59,     49.33,    142.24,     95.35,    509.31,     42.90,     40.70,     80.47,     41.98
194504,     42.47,     78.45,     46.80,    134.49,     91.18,    502.04,     42.18,     39.88,     77.54,     40.34
194505,     45.37,     87.18,     50.69,    143.65,     98.50,    514.65,     45.11,     42.29,     85.03,     43.86
194506,     46.25,     87.16,     50.79,    141.24,    100.07,    533.91,     47.76,     43.84,     86.18,     44.83
194507,     45.33,     85.43,     50.79,    137.63,     91.09,    556.59,     45.07,     42.93,     89.62,     46.01
194508,     44.56,     84.58,     49.23,    132.93,     89.51,    568.73,     44.98,     42.12,     89.04,     43.41
194509,     47.85,     91.85,     53.29,    135.21,     98.04,    578.52,     48.46,     45.80,     89.56,     44.35
194510,     51.09,     94.28,     56.43,    137.66,    100.89,    582.55,     51.05,     48.71,     95.20,     46.90
194511,     54.43,     94.46,     57.65,    148.89,    101.65,    596.27,     54.04,     51.79,    100.60,     49.88
194512,     56.16,     96.18,     60.00,    159.53,    104.15,    616.23,     57.43,     55.94,    104.93,     53.94
194601,     56.72,     98.52,     60.85,    158.83,    106.18,    612.28,     59.21,     56.72,    103.69,     53.77
194602,     59.56,    105.09,     65.67,    158.57,    113.00,    623.97,     65.60,     61.01,    114.64,     57.64
194603,     56.51,     95.00,     61.40,    150.54,    104.51,    606.25,     62.60,     58.17,    107.76,     53.97
194604,     59.95,     95.86,     64.74,    167.00,    106.26,    606.52,     69.59,     66.55,    114.09,     56.17
194605,     61.92,     97.21,     67.48,    181.53,    108.02,    616.18,     74.42,     76.20,    118.66,     57.09
194606,     63.79,    103.14,     70.57,    186.85,    113.40,    633.46,     75.60,     80.19,    121.77,     58.78
194607,     60.51,     93.83,     67.50,    176.79,    104.99,    650.58,     68.20,     72.08,    109.25,     57.70
194608,     59.90,     89.37,     65.23,    176.40,    101.47,    650.07,     66.81,     69.62,    105.06,     54.71
194609,     56.55,     79.62,     60.54,    165.74,     94.30,    604.45,     63.31,     67.05,     99.04,     50.82
194610,     50.34,     67.71,     54.08,    152.14,     84.59,    568.74,     59.22,     62.20,     90.00,     43.29
194611,     50.35,     65.46,     52.97,    150.92,     83.88,    539.56,     57.78,     61.90,     90.90,     43.04
194612,     49.38,     64.17,     53.41,    150.45,     81.88,    549.00,     54.31,     62.43,     91.17,     42.78
194701,     50.91,     68.00,     56.62,    156.30,     85.01,    562.59,     55.98,     66.71,     96.48,     43.58
194702,     50.85,     75.40,     57.06,    155.15,     89.55,    568.40,     56.19,     63.03,     96.05,     43.70
194703,     50.47,     75.80,     56.32,    150.18,     87.50,    556.63,     55.62,     60.13,     94.79,     42.94
194704,     49.13,     73.67,     55.25,    153.44,     84.98,    537.70,     54.18,     59.19,     91.91,     41.26
194705,     45.66,     70.66,     51.99,    152.52,     80.48,    536.52,     49.71,     53.97,     88.03,     38.64
194706,     45.22,     68.35,     50.55,    154.50,     80.05,    530.51,     49.28,     52.25,     85.39,     37.77
194707,     46.00,     71.59,     52.72,    164.47,     77.68,    519.91,     51.47,     55.77,     78.56,     37.30
194708,     47.98,     75.29,     54.66,    170.51,     82.53,    524.11,     53.72,     57.07,     80.14,     39.48
194709,     47.07,     73.93,     53.76,    165.72,     78.88,    525.88,     51.51,     54.62,     80.03,     38.04
194710,     47.01,     73.96,     53.87,    160.95,     79.20,    523.30,     49.86,     53.03,     80.11,     37.46
194711,     47.47,     76.09,     55.53,    169.18,     80.51,    524.41,     51.27,     53.54,     79.81,     37.76
194712,     46.28,     73.15,     54.27,    165.96,     79.73,    510.78,     49.49,     51.58,     73.34,     36.62
194801,     46.27,     74.51,     55.22,    180.62,     80.88,    505.95,     49.25,     52.96,     73.90,     37.70
194802,     44.83,     70.52,     52.91,    167.01,     76.38,    506.48,     47.50,     48.42,     73.43,     37.28
194803,     41.85,     65.88,     49.71,    161.05,     73.17,    500.98,     45.34,     46.45,     70.58,     35.58
194804,     43.82,     70.48,     54.27,    176.60,     80.75,    503.37,     48.15,     49.22,     74.82,     38.82
194805,     44.24,     71.28,     55.56,    195.64,     80.21,    516.72,     50.43,     50.15,     75.66,     40.05
194806,     46.24,     80.72,     59.56,    206.41,     90.25,    529.44,     54.53,     53.29,     79.64,     42.46
194807,     44.86,     76.69,     58.00,    212.17,     84.90,    542.11,     53.10,     51.99,     76.51,     40.99
194808,     43.94,     73.32,     55.03,    196.73,     79.26,    533.15,     48.89,     49.66,     72.99,     38.89
194809,     43.68,     73.12,     54.92,    191.36,     81.48,    533.34,     49.83,     48.46,     72.76,     39.29
194810,     41.69,     70.10,     53.15,    182.45,     78.27,    524.43,     49.15,     46.79,     71.78,     37.69
194811,     42.99,     75.64,     56.63,    198.42,     83.57,    530.23,     51.07,     49.09,     74.32,     39.42
194812,     39.96,     64.95,     50.09,    172.71,     75.53,    519.18,     47.41,     45.80,     67.24,     34.93
194901,     39.96,     66.80,     51.67,    179.82,     79.32,    517.13,     47.75,     47.62,     68.69,     35.48
194902,     41.22,     68.42,     51.76,    172.68,     78.22,    510.60,     48.17,     49.67,     71.65,     35.52
194903,     40.16,     64.71,     49.51,    164.24,     74.76,    509.00,     46.67,     48.94,     71.86,     34.16
194904,     41.18,     66.73,     51.03,    173.61,     78.47,    508.24,     48.51,     51.44,     74.08,     35.47
194905,     40.34,     63.89,     49.15,    174.70,     75.50,    499.90,     47.56,     51.44,     74.70,     34.90
194906,     39.94,     60.87,     47.11,    163.88,     71.31,    488.94,     47.36,     50.20,     73.92,     33.70
194907,     40.05,     60.82,     46.28,    154.76,     68.87,    454.98,     47.82,     51.13,     73.61,     32.72
194908,     41.88,     66.55,     48.97,    164.22,     73.61,    465.95,     50.16,     54.08,     76.87,     34.03
194909,     43.31,     66.89,     49.55,    171.77,     73.84,    470.38,     50.56,     53.90,     79.33,     34.30
194910,     44.29,     68.47,     51.28,    176.87,     76.06,    468.86,     51.54,     54.70,     82.07,     35.25
194911,     44.78,     73.47,     53.43,    183.25,     78.87,    477.67,     51.79,     56.42,     82.82,     36.02
194912,     45.21,     73.59,     54.30,    175.04,     81.57,    485.54,     52.36,     58.60,     85.09,     36.13
195001,     47.26,     79.27,     57.41,    176.03,     87.82,    485.96,     55.34,     63.48,     87.44,     38.43
195002,     47.70,     80.72,     58.47,    174.70,     91.78,    494.98,     55.44,     64.03,     90.29,     39.58
195003,     47.70,     82.14,     59.18,    172.01,     94.63,    498.14,     56.32,     64.95,     92.20,     39.78
195004,     47.17,     83.51,     59.38,    179.98,     96.25,    513.60,     56.01,     62.86,     92.08,     39.22
195005,     47.07,     92.31,     63.68,    185.48,    102.93,    525.78,     55.66,     66.21,     92.61,     39.76
195006,     47.81,     96.84,     66.95,    201.34,    102.88,    536.02,     57.09,     68.50,     93.86,     40.00
195007,     44.63,     91.52,     62.81,    185.49,     94.86,    565.36,     54.54,     65.87,     86.94,     36.06
195008,     44.67,     89.00,     64.08,    201.64,     92.06,    557.87,     53.91,     61.15,     82.12,     38.67
195009,     46.15,     94.00,     67.39,    208.11,     96.49,    572.00,     55.88,     63.08,     84.42,     39.31
195010,     48.11,    101.64,     70.17,    215.18,    100.69,    561.15,     60.38,     66.75,     87.71,     41.65
195011,     47.72,    102.23,     70.39,    215.61,     99.14,    562.33,     60.79,     65.38,     86.71,     40.90
195012,     47.29,     96.75,     73.24,    222.72,    100.54,    560.86,     60.74,     67.77,     85.21,     42.00
195101,     48.37,     97.79,     77.64,    241.59,    103.28,    562.84,     61.90,     71.57,     87.82,     46.41
195102,     50.39,    106.79,     82.26,    256.27,    111.22,    573.42,     63.99,     73.63,     91.86,     49.31
195103,     50.61,    107.86,     82.74,    256.72,    111.91,    596.86,     65.55,     74.44,     94.22,     48.86
195104,     48.92,    108.93,     79.91,    250.31,    110.01,    581.94,     63.96,     75.47,     92.37,     47.07
195105,     49.22,    112.64,     85.27,    277.23,    113.31,    586.88,     64.04,     83.18,     92.21,     48.76
195106,     48.29,    104.75,     82.79,    266.04,    109.79,    584.32,     62.84,     84.21,     91.76,     46.83
195107,     46.77,     95.98,     80.56,    270.43,    112.07,    639.01,     61.96,     82.77,     88.41,     43.72
195108,     48.21,     98.94,     87.26,    301.05,    118.77,    656.87,     63.63,     94.48,     92.80,     46.87
195109,     49.58,    103.99,     91.05,    314.74,    125.31,    674.15,     64.91,     92.90,     94.24,     48.20
195110,     49.09,    106.61,     90.96,    312.04,    128.80,    664.50,     66.78,     90.98,     95.03,     49.73
195111,     47.42,    104.36,     87.08,    315.12,    121.21,    657.33,     64.58,     85.41,     96.31,     47.83
195112,     46.95,    104.64,     86.52,    308.42,    123.18,    659.31,     64.81,     84.50,     97.44,     48.37
195201,     47.60,    107.00,     90.02,    322.59,    128.44,    656.57,     64.35,     88.50,    100.12,     49.03
195202,     47.75,    105.74,     89.62,    343.61,    126.03,    657.72,     63.79,     88.99,    102.72,     50.59
195203,     46.44,    104.41,     85.52,    328.79,    121.31,    653.51,     61.04,     84.92,    102.99,     49.81
195204,     47.25,    112.94,     87.79,    357.15,    126.35,    652.33,     62.34,     84.97,    104.79,     52.34
195205,     45.58,    109.51,     81.78,    329.57,    121.82,    647.48,     61.05,     80.18,    102.48,     50.49
195206,     46.24,    112.14,     84.67,    337.85,    125.04,    654.04,     62.30,     81.87,    105.09,     51.59
195207,     46.73,    116.27,     88.68,    354.93,    125.73,    752.53,     62.50,     82.27,    117.57,     53.82
195208,     46.94,    119.16,     90.50,    351.03,    127.62,    754.35,     63.59,     78.50,    119.60,     54.34
195209,     47.08,    119.83,     88.35,    338.08,    127.00,    760.91,     62.98,     77.72,    121.43,     53.99
195210,     45.49,    118.77,     86.19,    323.28,    127.24,    747.41,     62.31,     73.02,    121.24,     53.00
195211,     44.84,    120.10,     84.94,    324.17,    125.67,    754.28,     61.50,     71.90,    121.29,     51.99
195212,     47.13,    126.11,     91.37,    327.02,    136.34,    783.67,     63.64,     76.69,    127.08,     55.30
195301,     47.57,    134.77,     93.41,    341.60,    139.11,    780.79,     64.03,     74.90,    128.76,     57.04
195302,     48.44,    134.27,     93.97,    331.19,    136.15,    898.69,     65.11,     70.90,    129.49,     57.53
195303,     49.32,    130.84,     92.31,    328.90,    138.46,    894.69,     64.61,     72.07,    129.50,     57.02
195304,     48.26,    124.98,     90.53,    326.81,    136.40,    878.37,     64.06,     71.60,    129.11,     55.92
195305,     48.05,    122.49,     88.17,    309.76,    135.07,    869.21,     63.37,     68.84,    124.57,     54.93
195306,     47.86,    120.67,     87.76,    312.06,    136.09,    872.24,     64.00,     68.48,    123.95,     55.36
195307,     48.44,    117.58,     85.46,    313.72,    128.55,    875.95,     61.81,     64.15,    120.71,     53.43
195308,     49.86,    118.38,     87.51,    325.93,    131.36,    884.19,     62.90,     66.43,    124.33,     54.09
195309,     48.04,    109.07,     82.64,    301.37,    125.02,    876.68,     61.69,     66.16,    123.35,     50.10
195310,     47.84,    109.06,     83.30,    295.32,    127.96,    879.53,     61.52,     66.19,    124.62,     49.38
195311,     48.11,    117.46,     88.36,    311.64,    136.97,    891.64,     61.93,     67.82,    129.81,     51.09
195312,     47.97,    116.10,     91.07,    313.52,    142.59,    911.46,     63.34,     72.71,    133.04,     52.02
195401,     47.47,    114.54,     91.22,    314.53,    141.95,    903.48,     63.67,     71.32,    133.17,     50.41
195402,     49.38,    120.59,     95.28,    341.57,    151.74,    920.51,     65.64,     75.29,    137.10,     53.66
195403,     48.86,    120.83,     95.45,    347.67,    159.48,    944.09,     65.45,     74.80,    138.77,     54.13
195404,     49.32,    124.96,    100.10,    362.28,    172.04,    947.39,     65.49,     74.77,    142.13,     54.82
195405,     49.68,    131.85,    106.03,    384.43,    187.25,    966.11,     66.38,     75.52,    143.42,     56.31
195406,     50.59,    135.95,    110.01,    392.30,    186.37,    977.93,     67.84,     76.42,    146.70,     58.42
195407,     51.29,    140.48,    112.80,    373.68,    204.18,    922.42,     69.70,     76.60,    154.02,     58.22
195408,     54.46,    154.31,    118.51,    390.86,    204.25,    962.62,     72.52,     82.83,    161.91,     62.10
195409,     52.64,    147.30,    113.27,    388.80,    194.97,    947.58,     71.91,     80.32,    158.45,     60.35
195410,     54.40,    170.56,    120.83,    427.43,    208.11,    960.16,     75.21,     82.31,    160.94,     63.07
195411,     53.12,    169.25,    119.33,    425.45,    204.32,    952.04,     73.19,     80.83,    154.27,     63.21
195412,     56.02,    173.41,    134.30,    455.49,    231.01,    984.43,     78.68,     90.31,    162.31,     69.70
195501,     58.15,    185.92,    142.74,    484.62,    236.42,    987.71,     79.95,     95.54,    166.63,     75.84
195502,     58.78,    186.93,    142.88,    486.41,    246.20,    995.62,     81.21,     92.64,    168.58,     76.40
195503,     59.30,    183.15,    148.73,    494.41,    258.26,   1035.17,     81.81,     94.88,    174.17,     78.86
195504,     58.53,    183.13,    148.92,    492.83,    252.97,   1020.89,     80.40,    104.82,    172.14,     79.69
195505,     60.81,    193.51,    155.20,    500.52,    271.79,   1041.01,     81.76,    104.68,    175.89,     82.83
195506,     60.32,    189.44,    158.98,    493.40,    271.91,   1054.01,     83.75,    107.56,    174.89,     83.75
195507,     64.03,    220.01,    180.03,    546.51,    277.85,   1187.17,     87.56,    107.80,    180.13,     91.24
195508,     65.21,    261.40,    177.81,    571.00,    269.35,   1218.15,     89.22,    107.80,    186.31,     90.08
195509,     64.40,    250.53,    182.77,    570.13,    269.05,   1186.53,     90.19,    107.50,    185.72,     89.98
195510,     63.04,    276.77,    181.45,    573.90,    256.51,   1186.61,     93.07,    103.79,    180.08,     87.43
195511,     62.45,    263.28,    175.52,    567.68,    242.49,   1172.98,     90.61,    104.48,    177.68,     84.86
195512,     64.25,    286.72,    188.56,    610.42,    267.92,   1191.38,     96.68,    110.15,    182.84,     90.75
195601,     64.99,    279.02,    194.00,    632.75,    279.98,   1187.59,     95.48,    116.68,    181.93,     89.68
195602,     63.85,    260.62,    184.64,    635.01,    265.03,   1209.71,     92.15,    108.89,    180.81,     87.07
195603,     64.19,    272.62,    192.62,    659.63,    280.44,   1211.51,     94.21,    117.33,    183.40,     89.27
195604,     65.00,    283.69,    207.61,    734.71,    308.10,   1214.37,     94.34,    125.55,    189.66,     94.05
195605,     66.18,    268.95,    209.88,    761.13,    306.52,   1203.68,     92.49,    128.81,    184.95,     94.39
195606,     63.65,    254.25,    196.03,    707.90,    289.27,   1190.34,     87.72,    126.68,    182.74,     89.50
195607,     65.78,    327.47,    203.77,    721.29,    290.79,   1181.18,     92.76,    133.54,    190.07,     88.11
195608,     67.18,    342.37,    216.24,    773.53,    306.14,   1212.93,     97.03,    137.48,    199.47,     90.39
195609,     65.84,    341.00,    208.72,    728.48,    294.57,   1194.44,     93.87,    132.68,    193.67,     87.18
195610,     63.38,    337.81,    195.89,    697.96,    273.14,   1147.62,     89.33,    127.49,    185.52,     83.00
195611,     63.85,    333.14,    197.48,    700.07,    282.02,   1131.68,     90.47,    128.04,    186.85,     83.72
195612,     63.06,    317.96,    194.15,    731.64,    283.14,   1147.79,     87.96,    125.30,    186.74,     83.16
195701,     63.53,    320.53,    204.51,    773.99,    294.11,   1162.76,     86.98,    132.22,    189.41,     84.29
195702,     64.57,    304.83,    192.55,    740.94,    277.49,   1196.52,     85.68,    129.09,    193.74,     83.60
195703,     63.16,    296.37,    186.10,    719.64,    275.30,   1200.10,     84.32,    128.07,    192.27,     80.98
195704,     63.89,    302.76,    189.39,    742.04,    286.86,   1203.56,     85.86,    138.24,    194.77,     82.46
195705,     65.11,    330.47,    196.39,    792.56,    310.90,   1208.94,     85.89,    145.54,    200.44,     84.93
195706,     65.59,    335.09,    203.26,    848.23,    328.16,   1220.62,     87.65,    151.75,    203.96,     85.54
195707,     65.60,    325.63,    197.99,    821.62,    301.56,   1316.94,     84.20,    177.96,    199.63,     83.20
195708,     66.56,    336.22,    199.19,    828.54,    309.94,   1313.75,     86.47,    183.05,    198.93,     83.98
195709,     64.83,    323.59,    186.14,    776.74,    287.32,   1309.80,     83.58,    177.97,    192.92,     79.18
195710,     63.80,    300.29,    172.92,    714.38,    267.90,   1400.45,     84.62,    171.12,    188.74,     73.64
195711,     62.31,    287.16,    164.50,    671.33,    267.44,   1371.00,     81.14,    170.05,    186.80,     68.41
195712,     63.88,    267.18,    169.42,    682.27,    284.24,   1390.21,     81.87,    181.84,    193.95,     68.11
195801,     63.80,    244.86,    162.07,    634.06,    273.30,   1389.92,     80.02,    180.15,    198.11,     64.62
195802,     68.47,    258.26,    170.69,    643.20,    284.26,   1449.08,     86.75,    179.96,    209.80,     71.58
195803,     69.79,    251.24,    167.14,    608.95,    278.71,   1458.16,     88.37,    187.92,    211.59,     70.30
195804,     72.35,    257.76,    169.24,    656.73,    284.76,   1456.55,     91.71,    201.70,    214.86,     71.72
195805,     75.34,    268.69,    171.46,    689.88,    284.35,   1495.94,     94.22,    216.56,    225.10,     74.84
195806,     76.96,    282.77,    176.88,    695.61,    288.19,   1526.35,     97.13,    218.05,    227.43,     77.24
195807,     79.92,    314.08,    180.86,    741.84,    284.86,   1624.32,    100.89,    201.93,    236.59,     78.63
195808,     81.15,    343.41,    196.33,    745.75,    295.57,   1638.87,    102.54,    213.71,    238.54,     81.97
195809,     83.12,    338.93,    200.73,    755.56,    301.20,   1676.96,    107.86,    217.23,    235.13,     84.25
195810,     86.32,    373.67,    209.68,    779.90,    318.55,   1742.66,    111.89,    242.32,    242.39,     88.77
195811,     88.37,    380.45,    215.75,    788.84,    332.69,   1768.00,    113.00,    244.64,    252.18,     91.80
195812,     91.44,    392.23,    221.58,    798.88,    346.64,   1802.12,    118.97,    262.86,    258.48,     95.68
195901,     93.52,    404.06,    232.70,    808.43,    390.41,   2025.19,    125.35,    274.02,    272.99,     98.15
195902,     96.97,    403.21,    234.38,    811.67,    381.85,   2104.25,    131.95,    272.23,    275.68,     99.95
195903,     99.39,    394.00,    242.40,    746.68,    403.50,   2205.60,    136.50,    281.83,    278.14,    102.15
195904,     99.32,    390.86,    242.03,    762.22,    411.68,   2176.39,    133.92,    293.51,    281.70,    102.17
195905,    102.19,    428.94,    251.82,    774.63,    446.21,   2277.16,    135.70,    328.14,    277.82,    104.17
195906,    103.08,    451.84,    260.95,    762.11,    466.95,   2252.13,    138.82,    323.78,    273.78,    105.02
195907,    105.89,    462.78,    264.13,    797.84,    432.88,   2132.37,    148.36,    349.56,    267.36,    103.02
195908,    109.70,    500.07,    273.70,    836.48,    435.10,   2145.12,    151.01,    365.91,    276.93,    103.61
195909,    108.78,    512.26,    267.45,    804.86,    423.55,   2156.84,    151.65,    352.18,    279.66,    100.85
195910,    105.31,    490.15,    253.74,    748.83,    409.95,   2115.76,    148.18,    334.19,    266.52,     96.39
195911,    109.16,    484.65,    257.54,    756.41,    430.68,   2143.22,    149.09,    341.83,    268.13,     96.38
195912,    109.87,    480.61,    261.78,    746.82,    476.59,   2115.44,    151.86,    359.61,    268.10,     94.92
196001,    110.87,    508.51,    266.95,    777.90,    498.40,   2186.31,    155.62,    352.65,    272.92,     96.44
196002,    107.04,    450.60,    244.32,    718.69,    449.36,   2206.88,    146.25,    330.14,    266.52,     92.59
196003,    110.11,    437.36,    244.34,    688.40,    472.90,   2387.33,    151.59,    330.13,    272.99,     92.18
196004,    108.80,    414.03,    235.81,    682.37,    479.06,   2372.92,    151.60,    334.68,    276.73,     90.13
196005,    110.34,    405.30,    228.45,    652.58,    489.04,   2348.01,    150.87,    340.17,    279.76,     88.99
196006,    116.98,    399.22,    236.09,    624.13,    535.16,   2424.54,    155.24,    386.08,    282.89,     88.76
196007,    123.85,    403.77,    234.62,    652.74,    497.00,   2496.00,    154.78,    374.23,    312.06,     93.77
196008,    122.54,    400.90,    224.67,    656.66,    476.06,   2498.38,    151.54,    359.49,    307.39,     92.22
196009,    127.51,    410.27,    227.22,    677.26,    480.71,   2674.23,    155.62,    367.43,    322.85,     94.43
196010,    125.25,    388.33,    210.90,    670.37,    437.83,   2495.27,    142.35,    334.90,    307.28,     89.18
196011,    127.95,    383.32,    208.62,    685.33,    423.54,   2498.76,    142.34,    322.93,    305.50,     88.69
196012,    139.30,    377.29,    217.25,    702.04,    452.19,   2601.75,    151.43,    334.56,    315.67,     94.09
196101,    146.84,    376.06,    226.09,    739.14,    464.95,   2904.79,    154.65,    369.20,    335.11,     97.58
196102,    157.89,    407.32,    240.90,    809.97,    478.28,   3133.89,    158.60,    391.36,    350.49,    105.63
196103,    167.81,    421.90,    251.85,    824.96,    490.67,   3155.75,    165.89,    410.75,    362.21,    111.10
196104,    176.51,    438.17,    255.48,    851.35,    503.06,   3369.38,    175.31,    425.83,    367.52,    114.63
196105,    173.97,    432.75,    251.88,    891.57,    505.45,   3396.17,    175.99,    424.25,    373.43,    115.09
196106,    179.72,    436.44,    262.17,    885.94,    519.11,   3359.23,    184.19,    432.93,    381.55,    120.03
196107,    175.99,    422.91,    250.59,    853.25,    475.22,   3322.13,    179.74,    405.21,    364.19,    114.72
196108,    181.90,    452.38,    257.12,    872.35,    483.70,   3535.86,    183.73,    418.83,    373.94,    117.33
196109,    190.57,    466.19,    262.16,    866.83,    504.58,   3522.90,    189.14,    433.93,    386.76,    123.11
196110,    190.27,    491.83,    250.81,    810.90,    504.81,   3421.97,    189.96,    427.72,    391.32,    120.65
196111,    196.52,    492.72,    249.96,    862.05,    521.77,   3804.55,    206.76,    442.38,    411.11,    123.67
196112,    206.52,    534.93,    255.85,    913.12,    541.61,   4102.81,    216.42,    455.39,    423.86,    128.51
196201,    200.50,    546.05,    256.64,    947.60,    536.93,   4235.28,    215.50,    445.66,    405.07,    125.69
196202,    189.20,    539.68,    247.57,    962.66,    510.24,   3977.97,    196.40,    424.55,    393.66,    123.85
196203,    188.99,    528.07,    249.86,   1009.17,    509.29,   4116.05,    198.99,    439.63,    402.78,    125.42
196204,    186.53,    521.68,    250.35,   1008.86,    509.45,   3990.96,    200.58,    441.48,    409.86,    123.40
196205,    173.76,    497.99,    230.27,    991.92,    453.10,   3803.00,    192.96,    392.57,    397.57,    114.49
196206,    153.44,    469.16,    210.08,    953.25,    406.34,   3507.92,    174.75,    348.76,    357.37,    104.94
196207,    141.06,    432.15,    184.55,    806.82,    335.40,   2570.05,    151.82,    312.27,    344.89,     97.96
196208,    148.26,    468.56,    194.24,    844.97,    373.32,   2755.91,    158.07,    336.20,    369.61,    103.40
196209,    148.90,    482.91,    198.07,    853.88,    385.17,   2780.08,    164.27,    308.57,    379.94,    106.91
196210,    139.94,    468.90,    186.40,    838.47,    350.14,   2608.05,    153.20,    295.50,    368.28,    100.48
196211,    136.09,    478.65,    189.43,    832.98,    349.56,   2680.35,    150.73,    302.37,    363.16,    100.93
196212,    151.72,    503.85,    213.47,    915.95,    399.51,   2852.80,    166.78,    354.04,    389.34,    115.36
196301,    153.54,    518.27,    210.98,    958.47,    397.86,   2879.77,    166.61,    356.46,    401.85,    117.17
196302,    162.49,    550.20,    223.43,    981.76,    420.26,   2998.73,    172.86,    376.25,    421.94,    123.15
196303,    156.82,    530.24,    216.51,    963.15,    398.11,   2946.55,    172.61,    365.46,    414.38,    122.16
196304,    160.47,    569.53,    222.91,   1029.67,    408.13,   2999.74,    175.78,    369.28,    420.87,    126.14
196305,    164.11,    612.40,    233.33,   1111.99,    439.18,   3111.54,    186.93,    396.90,    429.81,    134.15
196306,    166.50,    654.29,    237.00,   1102.33,    461.67,   3069.61,    191.15,    394.83,    432.88,    138.48
196307,    101.39,    362.81,    152.01,    522.85,    181.92,   1698.11,     97.65,    317.96,    387.81,     78.69
196308,    101.16,    361.51,    149.93,    533.89,    180.64,   1693.91,     96.42,    319.46,    389.81,     78.11
196309,    106.44,    383.62,    158.90,    551.52,    189.48,   1755.41,    102.32,    348.90,    412.48,     82.14
196310,    104.78,    382.16,    157.67,    535.55,    189.66,   1794.85,    103.17,    334.34,    401.29,     79.86
196311,    107.85,    418.84,    161.64,    534.69,    205.36,   1856.37,    103.50,    345.32,    397.45,     80.96
196312,    106.57,    396.10,    162.18,    528.66,    204.28,   1922.70,    102.29,    338.18,    394.41,     81.03
196401,    109.29,    399.83,    166.10,    553.12,    210.28,   1918.42,    103.03,    342.80,    405.53,     83.03
196402,    110.02,    404.05,    170.66,    579.29,    216.37,   1982.21,    105.32,    355.28,    410.25,     83.97
196403,    112.41,    410.68,    175.22,    581.66,    220.11,   1965.01,    106.71,    360.00,    412.41,     88.44
196404,    115.59,    413.88,    181.89,    589.46,    227.36,   2036.21,    109.77,    352.54,    408.29,     90.57
196405,    115.37,    421.31,    179.57,    612.77,    220.74,   2053.18,    113.74,    347.21,    411.60,     90.93
196406,    117.17,    422.76,    182.38,    627.25,    226.22,   2032.98,    117.83,    347.94,    413.67,     92.76
196407,    113.12,    406.08,    179.07,    617.94,    209.67,   2051.85,    115.56,    359.06,    414.02,     92.39
196408,    114.98,    427.02,    181.47,    637.92,    205.85,   2010.75,    116.11,    375.87,    433.40,     93.30
196409,    114.61,    430.74,    179.69,    622.06,    199.65,   1967.74,    116.44,    358.73,    431.96,     90.29
196410,    116.25,    451.84,    188.40,    644.72,    201.75,   1944.72,    120.38,    368.08,    438.96,     93.54
196411,    115.93,    456.20,    189.30,    669.12,    199.71,   1927.24,    122.96,    378.39,    442.12,     95.30
196412,    116.65,    448.37,    187.68,    687.32,    201.46,   1873.10,    126.47,    384.93,    446.69,     93.21
196501,    116.66,    455.18,    186.82,    696.86,    202.38,   1927.90,    126.74,    400.98,    447.80,     91.53
196502,    124.06,    475.82,    197.17,    702.66,    217.43,   1933.24,    131.47,    431.41,    464.56,     95.81
196503,    125.81,    470.22,    202.00,    674.68,    225.97,   1936.58,    132.95,    440.50,    465.22,     98.75
196504,    124.50,    480.02,    199.97,    653.87,    224.65,   1901.16,    132.35,    435.92,    461.57,     98.22
196505,    129.62,    513.27,    208.59,    658.98,    236.16,   1945.44,    141.87,    448.52,    463.53,    101.13
196506,    127.94,    490.98,    206.81,    665.69,    236.63,   1986.63,    141.81,    441.58,    457.55,     99.34
196507,    119.86,    444.36,    184.04,    645.51,    210.33,   1775.51,    125.32,    416.10,    437.04,     93.07
196508,    121.65,    454.57,    187.78,    662.37,    219.22,   1768.74,    123.93,    432.15,    440.68,     96.39
196509,    126.55,    466.40,    194.68,    668.09,    232.97,   1781.04,    128.19,    457.89,    443.20,    101.20
196510,    127.22,    506.66,    202.48,    696.90,    245.06,   1797.77,    128.32,    467.77,    448.23,    103.07
196511,    130.44,    538.17,    211.56,    708.77,    257.81,   1756.67,    128.36,    482.44,    451.91,    106.05
196512,    132.59,    510.39,    213.99,    708.06,    265.96,   1668.56,    129.63,    498.43,    445.71,    109.75
